target_tweet,authentic_reply,STANCE,ACTION,PERSONALNESS,POLITENESS
>EmeraldRobinson: A sitting U.S. senator just told you on TV: the U.S. government planned the COVID pandemic and murdered its own citizens.,@EmeraldRobinson That sitting Senator is a Russian asset moron.,OPPOSE,STATEMENT,GENERAL,RUDE
">Jim_Jordan: Was Hunter Biden a foreign agent? 

And for what purpose? 

Did President Biden know? 

Did President Biden benefit? 

Were any policies affected?

Why isn’t the media asking these questions?","@Jim_Jordan What internal process makes you think.
That playing tabloid investigator is what your being paid for?
16 years on public dole. You have nothing to show.
Except personal enrichment.",NEUTRAL,QUESTION,GENERAL,NORMAL
>TomFitton: The question is why didn't Joe Biden register as a foreign agent?,@TomFitton This dude shouldn't get to tweet anymore until he agrees to stop abusing medium shirts... You're a large at best dude just stop.,NEUTRAL,COMMAND,GENERAL,NORMAL
>POTUS: It's time American public school teachers got a raise.,@POTUS It's time you & your crime family went to prison.,NEUTRAL,STATEMENT,GENERAL,NORMAL
">RepCori: Let me be clear, it is because I staunchly condemn all forms of antisemitism, xenophobia and racism that I will continue to stand up and fight against human rights abuses wherever they occur. I believe that is our moral responsibility as lawmakers.",@RepCori lol no one cares what you say,OPPOSE,STATEMENT,GENERAL,NORMAL
">ACTBrigitte: Are you still with Trump?

I am.",@ACTBrigitte Oh yeah,NEUTRAL,STATEMENT,GENERAL,NORMAL
">AnthonySabatini: The Georgia Legislature must call a special session tomorrow & immediately subpoena Fulton County District Attorney Fani Willis tomorrow

In the meantime, freeze all funds to her office

Any Republican (especially in Georgia) NOT calling for this must be eliminated from office","@AnthonySabatini Here come the traitors, blaming justice for holding Trump accountable for his crimes.",NEUTRAL,STATEMENT,GENERAL,NORMAL
">BeschlossDC: For old time’s sake, Trump should stage his purported Monday press conference at Four Seasons Total Landscaping.","@BeschlossDC Rudy must be there as well, with Jenna Ellis standing right behind him. For old time's sake.",NEUTRAL,STATEMENT,GENERAL,NORMAL
">JoeBiden: We’re working to end non-compete clauses that prevent 30 million Americans, from security guards to retail workers, from getting jobs in the same field. 

It's unfair, and there's no rationale for it.",@JoeBiden Keep the government out of the public sector.,NEUTRAL,STATEMENT,GENERAL,NORMAL
">LegacyMotorclub: Group A practice is underway here in Michigan.  

@joshberry in the 42 car is currently 16th on the speed charts, while the 43 will practice in Group B.",@LegacyMotorclub @joshberry Ridiculous.,NEUTRAL,STATEMENT,GENERAL,NORMAL
">Ken_Rosenthal: Orioles close to acquiring Jack Flaherty from Cardinals, source tells @TheAthletic.",@Ken_Rosenthal @TheAthletic Not what we were looking for but for what we gave up... A good trade.,NEUTRAL,STATEMENT,PERSONAL,NORMAL
">JoeyMannarinoUS: Read through the Trump indictments.

They’re indicting him for a phone call and a tweet.

I guess we’re all criminals.","@JoeyMannarinoUS Once a ruling regime convinces the citizenry to accept the criminalization of political opposition, the inevitable result is a one-party state that systematically eliminates individual rights. What Trump means when he says: “They’re not after me. They’re after you.” - @Catronicus",NEUTRAL,STATEMENT,PERSONAL,NORMAL
">charliekirk11: The only way this stops is if we start indicting criminal Democrats. There's plenty to choose from. 

Will a single DA or Attorney General step up?","@charliekirk11 All good grifts come to an end, Charlie.",NEUTRAL,STATEMENT,GENERAL,NORMAL
">NickAdamsinUSA: Confidence is quiet and humble.

Insecurity is loud and ostentatious.",@NickAdamsinUSA Then you must be the opposite,NEUTRAL,COMMAND,GENERAL,NORMAL
">ACTBrigitte: Bring back Aunt Jemima!
Bring back Uncle Ben!
Bring back the Land O’ Lakes Indian!
Bring back the Cleveland Indians!
Bring back Blockbuster!
Bring back the Washington Redskins!
Bring back GOYA!

Cancel culture has no place in America!",@ACTBrigitte Then why are you here?,NEUTRAL,QUESTION,GENERAL,NORMAL
">JoeBiden: Unemployment remains near record lows, a higher share of working-age Americans are working now than in 20 years, and real wages for the average American worker are growing and are higher than before the pandemic—with lower-wage workers seeing the largest gains.",@JoeBiden FJB,NEUTRAL,STATEMENT,GENERAL,NORMAL
">judgeluttig: My colleagues, former Republican Administration officials, and I filed this amicus brief today in United States v. Donald Trump, urging that the Federal District Court schedule a speedy and expeditious trial for the former president.","@judgeluttig well played, sir,well played- i voted for him- twice- ive turned my back in him- he is a cancer on america- a stain on the presidency-fidelity belongs to the principles and office of potus- NOT to the occupant of the office",NEUTRAL,STATEMENT,PERSONAL,NORMAL
">davidmweissman: Holy shit, 10 indictments.",@davidmweissman Round ‘em up!!,NEUTRAL,STATEMENT,GENERAL,NORMAL
">laurenboebert: In a sane country, Fanni Willis wouldn’t have a job after the indictment she just released.

But, we are not living in a fair country. We’re living in a banana republic.",@laurenboebert Why do you losers support criminals? You people are traitors🖕,NEUTRAL,QUESTION,GENERAL,NORMAL
>theliamnissan: Lindsey Graham wasn't on the list of Fani Willis indictments which probably means he flipped on Trump,"@theliamnissan I was just wondering if that's what happened.

There are a LOT of unindicted co-conspirators, and he could easily be one that flipped.",NEUTRAL,STATEMENT,PERSONAL,NORMAL
>GuntherEagleman: What kind of President doesn't go to Hawaii after the state burns down...,"@GuntherEagleman It’s complete chaos in Hawaii, you really think they can accommodate a presidential visit???",NEUTRAL,QUESTION,GENERAL,NORMAL
">joelpollak: If it's a crime in Georgia to claim, falsely, that an election was ""stolen,"" how is @staceyabrams not in prison?",@joelpollak @staceyabrams If you can't tell the difference between claiming an election was stolen & actually trying to steal one you shouldn't be taken seriously by anyone.,NEUTRAL,STATEMENT,GENERAL,NORMAL
">marcorubio: Apparently it is now a crime to make statements challenging election results if a prosecutor decides those statements aren’t true. 

So when should we expect indictments of the democrat politicians  who falsely claimed Russia hacked the 2016 election?",@marcorubio Trump did a lot more than make statements and you know it! I voted for you in  the 2016 presidential primary election. You were not a MAGA follower then.,NEUTRAL,STATEMENT,PERSONAL,NORMAL
">RichardGrenell: Joe Biden is using his power to prosecute Donald Trump so he doesn’t run against him. 

This is Third World tactics.","@RichardGrenell It’s a state case this time and as with each of the others 

A grand jury voted to indict based in statute evidence and testimony 🤷🏼‍♂️

GFY",SUPPORT,STATEMENT,GENERAL,NORMAL
">ninaturner: There was a time that unions pushed for a 5-day, 40-hour work week and people thought it was radical.

Now it’s standard.

The 4-day, 32-hour work week is not radical, it’s rational.

Rest is a human right.","@ninaturner You can have a 4 day, 32 hour work week now if you want. No one is stopping you from doing that.",OPPOSE,STATEMENT,GENERAL,NORMAL
>chrisdmowrey: Dr. Anthony Fauci is a national hero and patriot.,@chrisdmowrey He’s responsible for the deaths of many elderly people.,NEUTRAL,STATEMENT,GENERAL,NORMAL
>AdamSchefter: Bengals’ HC Zac Taylor to reporters today on the status of Joe Burrow’s strained calf injury: “The timeline is several weeks from when I said several weeks.”,@AdamSchefter Watson owns him,NEUTRAL,STATEMENT,GENERAL,NORMAL
">MarshaBlackburn: We now know Joe Biden lied when he claimed Hunter never received money from a Chinese entity.
 
What else is he lying about?",@MarshaBlackburn 🤔 Everything,NEUTRAL,STATEMENT,GENERAL,NORMAL
>Travis_in_Flint: Why hasn’t a single Republican DA brought charges against Biden?,@Travis_in_Flint Because they know there is nothing to charge him with and they and you will look like clowns.,NEUTRAL,STATEMENT,GENERAL,NORMAL
>krisalteyespy: What’s the first thing on Trumps commissary list?,@krisalteyespy Ketchup then TP,NEUTRAL,STATEMENT,GENERAL,NORMAL
">harrylitman: Big problem coming for @NicolleDWallace -- went from ""indicted"" to ""twice indictment"" to ""thrice indicted.""  but don't think there's anywhere to go from here.  no equivalent of thrice for 4....",@harrylitman @NicolleDWallace I think the correct word is SCREWED.,SUPPORT,STATEMENT,PERSONAL,NORMAL
">charliekirk11: The only way this stops is if we start indicting criminal Democrats. There's plenty to choose from. 

Will a single DA or Attorney General step up?","@charliekirk11 Go ahead, Sporky. It will get laughed out of court.",NEUTRAL,COMMAND,GENERAL,NORMAL
>JackPosobiec: There are no more Rubicons to cross,"@JackPosobiec We’re in a very dangerous point of our history.

Every American can see government being weaponized against innocent people for political reasons.

This is creating a distrust that may be impossible to recover from.

Especially if Democrats succeed in keeping Trump from running.",NEUTRAL,STATEMENT,PERSONAL,NORMAL
">RepMikeRogersAL: In 2019, my legislation to form the US Space Force was signed into law by President Trump. I am keenly aware of the ins and outs of effective space policy and ineffective space policy.",@RepMikeRogersAL You Mike Rogers & the rest of the Alabama GOP delegation are making fools of yourselves claiming you’re worried about national security. You all helped foment the bloody insurrection & stand w/Tuberville in holding up vital military promotions. Your actions cost AL Space Command.,NEUTRAL,STATEMENT,GENERAL,NORMAL
>iamAtheistGirl: can i go ahead and donate myself to science now? i see no reason to wait.,"@iamAtheistGirl No, wait...",OPPOSE,STATEMENT,GENERAL,NORMAL
>BettyBowers: I want a spouse that picks up our kids even if I don't have cancer.,"@BettyBowers Casey: Babe, I'm cancer-free.

Ron: Fuck them kids.",OPPOSE,STATEMENT,PERSONAL,RUDE
>SteveScalise: Let’s be clear: The House Republican Majority will continue using our full constitutional authority and subpoena power to investigate Hunter Biden’s corruption and any ties to Joe Biden himself.,"@SteveScalise Great @SteveScalise 

Hope it works out because #ResultsMatter and EVERYONE in government is replaceable on a regular basis.

-America",SUPPORT,STATEMENT,GENERAL,NORMAL
">GOPChairwoman: Joe Biden claimed to have played a major role in dealing with China and Ukraine under Obama.

Millions of dollars from Chinese and Ukrainian entities were wired to the Biden family.","@GOPChairwoman You’ve stooped so low. The GOP has disintegrated into a band of liars, traitors and crooks under watch.",NEUTRAL,STATEMENT,GENERAL,NORMAL
">Travis_in_Flint: Contest time: 

If Kamala Harris had to give advice on getting a promotion, what would she say?  

Most likes wins $30",@Travis_in_Flint Find the men in power and suck them off.,NEUTRAL,STATEMENT,GENERAL,NORMAL
">TheCryptoLark: Paypal announces it is issuing a stablecoin on Ethereum.

Ethereum price... literally does nothing...

C'mon man!",@TheCryptoLark Typical market right now ☹️,NEUTRAL,STATEMENT,GENERAL,NORMAL
">EWErickson: Well, I’ve said for two years that the election in Georgia wasn’t stolen.  Now, all those claims Trump supporters made, including in state hearings, are at stake in the trial.  If you guys are right, and the election was stolen, you get to present your proof.  BUT",@EWErickson No courts would accept any cases to be heard.,OPPOSE,STATEMENT,GENERAL,NORMAL
>Jessicam6946: I hope you all had a great day.  But if anyone had a bad day please know your day was a million times better than trumps day.  Even better today was the best day of the rest of trumps pathetic life.,@Jessicam6946 Having a wonderful day knowing Trump's not and enjoying every moment of his pathetic whining. Have a wonderful rest of the evening Jessica.,NEUTRAL,STATEMENT,GENERAL,NORMAL
">harrylitman: That didn't take long.  Looks as if the DC grand jury is now rolling out separate indictments of Trump's co-conspirators.  Really underscores Smith's resolve to charge, and try, Trump alone.  The case is built for speed. It should in fact go to verdict well before Nov 2024.",@harrylitman And be overturned by SCOTUS just as quickly.,NEUTRAL,STATEMENT,GENERAL,NORMAL
